8 1050
3 5 8 64 53 42 6 4 
5 4 6 41 38 52 5 4 
4 5 5 56 41 44 5 4 
5 4 5 48 58 43 4 3 
5 5 3 44 53 42 3 3 
4 5 4 51 48 55 6 5 
4 6 5 47 58 57 3 5 
5 4 3 47 58 54 5 3 
3 5 3 54 57 49 6 5 
6 6 4 50 52 35 5 5 
3 4 4 63 46 69 4 2 
5 5 5 42 45 49 4 4 
6 4 4 28 41 45 4 4 
5 3 5 35 62 54 5 3 
6 5 4 59 44 64 7 6 
4 5 3 45 66 44 4 4 
3 4 6 74 39 51 5 6 
5 5 5 34 44 33 5 4 
6 6 5 70 40 49 6 4 
4 5 3 53 41 79 5 5 
4 5 5 49 56 46 5 4 
5 6 5 48 60 42 4 5 
3 4 3 46 36 38 4 5 
4 4 5 37 42 41 5 3 
5 6 5 53 58 57 4 5 
4 5 3 45 61 71 5 5 
6 4 4 55 54 47 5 4 
3 5 4 38 69 44 5 6 
5 5 6 42 37 59 5 4 
6 4 4 52 48 43 6 2 
6 2 4 44 44 55 4 5 
4 2 4 38 48 59 5 5 
4 3 3 45 57 43 5 3 
2 5 5 48 30 63 5 4 
4 4 3 56 45 45 5 3 
5 6 6 64 35 31 6 4 
4 3 3 25 57 69 6 6 
5 4 5 49 58 38 5 1 
4 3 4 65 63 57 4 4 
4 5 4 56 53 55 3 3 
3 4 6 44 67 35 5 4 
5 3 5 39 41 57 4 5 
5 4 4 71 43 65 4 4 
5 3 4 50 49 43 5 4 
5 3 4 52 67 52 4 4 
5 5 4 44 39 45 4 4 
5 5 4 55 38 52 4 3 
4 6 5 38 45 69 5 6 
6 5 1 63 65 56 4 4 
4 6 4 60 47 62 5 4 
5 3 4 46 51 63 5 6 
6 5 4 65 44 40 4 6 
4 4 2 53 59 66 5 4 
3 5 5 44 43 53 4 4 
5 5 4 59 55 61 5 4 
3 4 5 42 42 44 3 3 
3 5 5 49 44 43 5 6 
4 3 4 50 54 34 3 4 
6 3 3 38 78 60 5 5 
3 5 3 45 55 54 4 5 
5 4 5 71 44 42 5 4 
5 3 6 55 52 49 4 6 
5 4 6 66 36 43 6 6 
5 4 4 37 34 44 3 5 
5 3 4 42 57 43 6 5 
7 5 3 45 67 55 4 4 
4 5 5 34 43 46 5 4 
3 5 5 41 55 45 3 4 
6 5 5 48 46 57 4 4 
3 4 3 35 59 57 4 6 
6 6 6 48 46 47 3 5 
5 4 4 50 25 40 5 4 
5 4 2 42 56 47 3 5 
5 5 3 49 50 59 4 3 
5 5 5 76 56 28 6 6 
5 6 5 42 61 58 3 4 
5 3 6 48 50 53 5 4 
4 4 5 38 34 68 4 4 
4 4 6 59 45 46 5 4 
3 3 5 38 58 32 5 5 
5 7 5 28 56 32 5 4 
4 5 4 65 54 56 3 4 
4 4 5 53 36 41 4 1 
4 5 4 45 44 41 4 5 
5 4 5 39 41 28 4 5 
5 5 6 48 42 41 5 3 
4 4 3 58 49 51 6 5 
