8 200
7 7 9 95 86 36 5 5 
1 4 6 88 49 75 8 7 
8 7 7 11 89 57 5 1 
7 5 7 71 27 92 8 9 
5 2 5 99 29 50 3 5 
8 4 5 82 42 29 10 2 
6 6 1 10 79 75 3 4 
7 7 2 85 73 84 1 1 
7 6 2 29 17 44 9 9 
4 3 7 35 79 80 4 3 
2 1 2 98 31 83 2 4 
6 2 8 24 98 33 3 1 
2 6 7 81 72 77 7 6 
1 6 3 38 72 20 7 5 
5 6 3 73 22 24 5 8 
8 6 7 38 22 57 3 6 
5 4 3 43 45 50 5 4 
3 1 4 32 70 70 5 7 
7 9 5 94 38 51 5 6 
4 6 9 23 70 40 5 5 
8 1 3 67 59 92 3 9 
3 8 7 51 83 11 2 7 
7 4 6 77 99 72 3 7 
2 1 5 17 24 91 8 7 
4 1 6 56 16 58 4 2 
4 6 6 73 58 35 8 4 
7 3 1 19 56 79 2 1 
1 2 7 36 14 53 5 5 
5 2 3 85 72 61 7 3 
1 9 5 10 87 12 4 5 
6 7 7 58 13 21 9 2 
4 6 6 21 59 95 4 8 
9 3 3 48 83 90 3 7 
7 5 3 69 20 28 2 5 
1 2 6 48 17 71 4 8 
2 9 1 17 54 79 9 3 
4 7 5 77 70 71 7 1 
3 2 6 68 65 43 3 3 
6 2 7 24 14 69 2 9 
5 6 9 11 63 74 5 1 
4 5 7 15 49 97 5 3 
5 7 2 25 43 94 9 3 
1 2 5 24 56 19 8 4 
4 3 7 61 88 78 8 7 
4 9 6 42 58 50 4 3 
1 4 5 36 19 29 8 5 
7 8 3 74 33 44 1 5 
3 8 5 10 33 69 4 2 
9 2 8 95 25 64 1 4 
3 5 8 85 75 39 8 6 
1 1 2 79 15 56 9 2 
2 1 7 73 54 33 7 4 
2 3 4 52 87 97 5 1 
5 1 7 63 84 39 3 5 
4 4 9 97 86 88 3 2 
10 6 5 93 72 83 5 6 
2 9 8 23 13 40 1 1 
5 1 6 87 56 70 7 7 
1 2 7 41 15 22 9 2 
4 6 2 12 72 78 7 1 
6 9 9 48 55 84 9 6 
7 5 5 24 97 61 3 5 
7 7 1 59 64 70 5 6 
6 4 2 55 75 12 1 5 
3 1 3 19 44 59 6 6 
9 7 5 53 68 72 4 5 
5 7 5 34 64 35 7 5 
9 3 4 63 80 92 7 8 
5 3 2 90 32 68 1 9 
3 8 3 95 55 21 4 7 
