50		2908	3115	1801.57		3132	0.00267869		3477	0.000174081		3485	0.000194162		3668	2.6803e-05		
100		5237.37	5765	1803.86		5831	0.00550255		6401	0.000719389		6300	0.000878566		6688	5.2486e-05		
150		8306	9408	1800.83		8886	0.00764606		9806	0.00171099		9806	0.00194989		10435	9.6239e-05		
200		11246	12816	1801.57		12093	0.0113106		13215	0.002967		13077	0.00356783		14148	0.000155852		
250		13910	16176	1802.28		14930	0.0133017		16041	0.00473608		16340	0.00508908		17566	0.000200791		
300		16807	22945	1804.19		18021	0.0116066		19705	0.00676046		19705	0.00796643		21093	0.000286688		
350		19562	22478	1804.17		20677	0.0175942		22177	0.00924886		22177	0.0108264		23910	0.000352513		
400		21976.1	26038	1805.57		23679	0.0186872		25617	0.0121236		25619	0.0141339		28233	0.000417005		
450		24767.4	34726	1807.13		26803	0.0262293		28769	0.0152903		28826	0.0178123		31339	0.000539666		
500		27602	38070	1809.35		29644	0.0291637		32546	0.0186882		32546	0.0219247		35031	0.000535669		
550		30301	42098	1811.3		32976	0.0263278		35515	0.0226613		35524	0.0265376		37971	0.000697129		
600		33137	46386	1813.73		35970	0.0359507		38765	0.0268691		38765	0.0316128		41924	0.000861763		
650		35950	49921	1816.5		38863	0.0382008		41338	0.0316589		41400	0.0371804		45566	0.000991483		
700		38906	53763	1819.29		42200	0.034182		45873	0.0370539		45876	0.0431071		49237	0.00116327		
750		41894	57880	1822.08		45350	0.0345232		48214	0.0422448		48302	0.0495094		52374	0.00138372		
800		44646	61788	1825.46		47773	0.0461401		51874	0.0476762		51864	0.0564386		56239	0.00158202		
850		47595	66037	1829.64		51813	0.0307414		54421	0.0539967		54382	0.0635635		59241	0.00153144		
900		50400.3	69595	1832.96		54331	0.0467946		58633	0.0603491		58593	0.0712333		63438	0.00155765		
950		53290	73464	1837.25		57818	0.0402899		60731	0.0676549		60701	0.0796392		66651	0.00198902		
1000		55128	77323	1843.96		59713	0.054821		64458	0.0749663		64420	0.0890459		69774	0.0024759		
1050		0	81706	1847.5		63731	0.0489612		66952	0.0826774		66926	0.0975118		73363	0.00255204		
1100		0	85023	1850.52		66519	0.0559531		71561	0.0911676		71549	0.107219		77522	0.00250976		
1150		0	88921	1861.36		68774	0.0787969		73289	0.0989755		73278	0.116626		80693	0.00291714		
1200		0	92576	1861.82		71415	0.0766837		76904	0.10777		75718	0.1169		84253	0.00289748		
1250		0	96881	1865.81		75279	0.0591242		79663	0.116973		79604	0.137581		87172	0.00315007		
1300		0	100140	2113.55		78240	0.0687722		83268	0.129764		82748	0.140354		91526	0.00417468		
1350		0	104290	2206.17		80768	0.0825234		85920	0.136326		85826	0.160771		94361	0.00402761		
1400		0	108089	1885.22		85432	0.0475695		89359	0.146943		88440	0.158696		97672	0.00458889		
1450		0	112584	1892.43		87586	0.0738886		92848	0.159		92773	0.187303		101875	0.00482838		
1500		0	115706	1914.55		91311	0.0660808		95860	0.169387		95928	0.181983		104942	0.0042048		
1550		0	0	7.7e-08		93290	0.0835476		98794	0.180236		98889	0.211746		108264	0.0054028		
1600		0	0	9e-08		95893	0.0925857		101782	0.192396		101620	0.225724		111636	0.00580681		
1650		0	0	8e-08		99087	0.104832		105407	0.204916		105471	0.240768		114701	0.00638537		
1700		0	0	7.7e-08		102789	0.0891774		108691	0.216567		107656	0.238503		119497	0.00586313		
1750		0	0	8.3e-08		105596	0.0959579		111166	0.229855		111125	0.270568		121810	0.00603785		
1800		0	0	8.1e-08		108113	0.100708		113885	0.242923		113262	0.262363		124504	0.00705365		
1850		0	0	7e-08		111796	0.105122		118149	0.256644		118159	0.302312		129230	0.00790605		
1900		0	0	8.6e-08		115212	0.10035		121287	0.271535		120504	0.291963		133209	0.0076429		
1950		0	0	8.5e-08		117605	0.108695		123337	0.289365		123343	0.335606		136088	0.00806556		
