n_50.dat 50		3069	0.00173041		3392	0.000181977		3246	0.000200463		3070	2.9988e-05		3638	4.3783e-05		3451	0.000526888		3424	0.000182381		
n_100.dat 100		6164	0.00421982		6802	0.000814885		6380	0.000810847		6141	5.6742e-05		7586	7.9486e-05		6765	0.00187745		6827	0.00077182		
n_150.dat 150		9275	0.0069449		10149	0.00169708		9749	0.00214988		9242	0.000181645		10990	0.00013433		10252	0.0042986		10165	0.00170547		
n_200.dat 200		12107	0.00793088		13195	0.00333564		12848	0.00337432		12024	0.000158647		14567	0.000147436		13121	0.00744625		13231	0.00310379		
n_250.dat 250		14982	0.00874328		16267	0.00527546		15981	0.00520418		14877	0.000196568		18390	0.000185715		16397	0.0119792		16373	0.00486656		
n_300.dat 300		18144	0.00809014		19528	0.00709062		19185	0.00742664		17943	0.000291749		22291	0.000223024		19809	0.0169481		19584	0.00694036		
n_350.dat 350		20898	0.0144943		22422	0.00945113		22236	0.0105246		20663	0.00033423		25409	0.000259266		22948	0.0227185		22388	0.0100956		
n_400.dat 400		23425	0.0165447		25305	0.0124983		24961	0.013392		23180	0.000396968		28654	0.000296399		25486	0.0307553		25140	0.0124118		
n_450.dat 450		26026	0.0226111		27889	0.0159947		27703	0.0165716		25692	0.000578117		31867	0.000330892		28614	0.0388578		27923	0.0160186		
n_500.dat 500		29202	0.0196761		31027	0.0197037		31090	0.0205682		28746	0.000650173		36073	0.000374443		31800	0.0484655		31055	0.0198156		
n_550.dat 550		32176	0.0164241		34219	0.0238602		34219	0.0284958		31460	0.00085779		39199	0.000403775		34836	0.057579		34165	0.0237435		
n_600.dat 600		35046	0.0237656		37184	0.0281868		37184	0.0335108		34482	0.000888962		43008	0.000439848		38114	0.0694437		37197	0.0284025		
n_650.dat 650		37790	0.030896		40121	0.0333528		40121	0.0393678		37353	0.00110581		46480	0.000477688		41372	0.0806957		40024	0.0334496		
n_700.dat 700		40868	0.0311767		43339	0.0384127		43339	0.045386		40317	0.0010921		50209	0.000518061		44508	0.0951735		43286	0.0385476		
n_750.dat 750		43914	0.0316599		46555	0.0440448		46555	0.0519625		43193	0.00138406		54405	0.000553201		47872	0.109554		46407	0.0441004		
n_800.dat 800		46997	0.0371039		49988	0.0499052		49988	0.0593455		46244	0.00150152		57682	0.000588137		51186	0.125016		49925	0.0501885		
n_850.dat 850		50083	0.0248481		52896	0.0563036		52896	0.0672026		48827	0.0018744		61055	0.000629319		53889	0.140037		52708	0.0563652		
n_900.dat 900		52571	0.0453438		56089	0.0634566		56089	0.0747884		51657	0.00197512		64705	0.000661155		57127	0.156937		55826	0.0639537		
n_950.dat 950		55835	0.0339568		59055	0.0705763		59055	0.0834669		54551	0.002223		68390	0.000696481		60072	0.177586		58932	0.0704177		
n_1000.dat 1000		58737	0.0425693		62064	0.0804547		62064	0.0924505		57314	0.00244104		71769	0.000745753		63457	0.193354		61911	0.0780377		
n_1050.dat 1050		61533	0.0408992		65069	0.0859257		65069	0.101969		60133	0.00255653		75527	0.000784063		66635	0.218507		64741	0.0861295		
n_1100.dat 1100		64251	0.056366		67990	0.0939374		67990	0.112252		63175	0.00246138		78859	0.00082548		69880	0.23406		67852	0.0942024		
n_1150.dat 1150		67451	0.0458827		70981	0.102695		70981	0.121902		65923	0.00275362		82714	0.000862657		73286	0.258948		71020	0.102706		
n_1200.dat 1200		70373	0.0427595		74084	0.11169		74084	0.133042		68671	0.00341869		86782	0.000903339		75557	0.286425		73864	0.111963		
n_1250.dat 1250		72493	0.0695057		76881	0.121109		76881	0.144127		71272	0.00352334		89607	0.000953912		78986	0.31297		76713	0.121941		
n_1300.dat 1300		75151	0.0707131		79722	0.131639		79722	0.155663		73793	0.0032441		92594	0.00101329		81881	0.340833		79359	0.13122		
n_1350.dat 1350		78395	0.0568518		82548	0.141278		82548	0.168591		76613	0.00411019		97126	0.00111347		84962	0.36651		82499	0.141837		
n_1400.dat 1400		81033	0.0622466		85274	0.152217		85274	0.180721		79145	0.00356581		99584	0.00107612		87684	0.405781		85066	0.151918		
n_1450.dat 1450		83708	0.0678968		88125	0.163582		88125	0.194119		81979	0.00442256		103826	0.00111808		91485	0.427808		88011	0.162797		
n_1500.dat 1500		86545	0.0738746		91078	0.17921		91078	0.207639		84807	0.00416328		107193	0.00113655		94302	0.466219		90859	0.174823		
n_1550.dat 1550		89333	0.0860541		94308	0.185695		94308	0.221344		87711	0.00465082		111188	0.001214		97106	0.493858		94187	0.186621		
n_1600.dat 1600		92202	0.0960086		97174	0.198377		97174	0.235702		90652	0.00472072		114334	0.00124723		100485	0.527314		97125	0.198509		
n_1650.dat 1650		95598	0.0665646		100393	0.210607		100393	0.256218		93171	0.00508648		117463	0.00132193		103641	0.559943		100219	0.210917		
n_1700.dat 1700		98209	0.0793403		103329	0.223915		103329	0.265757		96043	0.006246		120982	0.00135992		105621	0.599611		102798	0.223732		
n_1750.dat 1750		100902	0.0904667		106389	0.237365		106389	0.282198		98978	0.00575395		124751	0.00139323		109740	0.639459		106111	0.237363		
n_1800.dat 1800		103926	0.0851346		109526	0.251667		109526	0.298375		101560	0.00640044		128642	0.00144164		111894	0.668379		108964	0.250991		
n_1850.dat 1850		107032	0.0836591		112772	0.265489		112772	0.315232		104385	0.00624863		131834	0.00146551		115209	0.718769		112247	0.265326		
n_1900.dat 1900		110437	0.0754994		115726	0.279476		115726	0.332703		107231	0.00654425		135455	0.00149953		118211	0.753019		115444	0.279803		
n_1950.dat 1950		112686	0.104179		118633	0.294194		118633	0.35036		110228	0.00699472		139999	0.00153821		122101	0.792202		118455	0.294692		
n_2000.dat 2000		115396	0.119617		121530	0.309642		121530	0.368417		113047	0.0070555		142689	0.0015604		125510	0.838051		121372	0.31009		
n_2050.dat 2050		118684	0.107266		124708	0.32583		124708	0.396255		116014	0.00923232		146242	0.00172641		127736	0.882722		124408	0.325896		
n_2100.dat 2100		121445	0.118873		127911	0.341351		127911	0.41352		118834	0.00817261		149839	0.00171467		130631	0.924976		127430	0.341358		
n_2150.dat 2150		124413	0.111834		130825	0.3575		130825	0.428265		121610	0.00843476		153686	0.00172148		134123	0.973407		130444	0.358515		
n_2200.dat 2200		127023	0.129386		133791	0.374746		133791	0.446766		124386	0.0089945		156411	0.0019046		136967	1.01563		133619	0.37435		
n_2250.dat 2250		130181	0.121777		136847	0.392616		136847	0.465953		127179	0.0115082		160486	0.00197236		139927	1.06385		136540	0.392288		
n_2300.dat 2300		133273	0.114199		139856	0.410062		139856	0.487167		129894	0.0120875		163848	0.00201414		142492	1.11646		139414	0.409871		
n_2350.dat 2350		136036	0.12516		142885	0.427272		142885	0.509236		132853	0.010832		167408	0.00192635		146368	1.16257		142458	0.4276		
n_2400.dat 2400		138621	0.140549		145918	0.446632		145918	0.529856		135662	0.0111164		171136	0.00197545		149232	1.21566		145272	0.446443		
n_2450.dat 2450		142946	0.0987746		148906	0.464369		148906	0.553508		138415	0.0117516		174698	0.002114		152387	1.28344		148454	0.465437		
n_2500.dat 2500		144121	0.157487		151690	0.48352		151690	0.576413		141152	0.0130258		178001	0.00204954		155269	1.33889		151528	0.484248		
n_2550.dat 2550		148155	0.11886		155147	0.504464		155147	0.598441		143769	0.014386		181668	0.00209095		159372	1.38806		154564	0.504456		
n_2600.dat 2600		150376	0.149598		158160	0.524485		158160	0.636081		146638	0.0147431		184914	0.00210209		161706	1.46094		157599	0.523026		
n_2650.dat 2650		153003	0.14847		160772	0.544055		160772	0.646107		148967	0.0120777		188754	0.00221367		164457	1.50373		160525	0.543498		
n_2700.dat 2700		156005	0.139239		163617	0.5636		163617	0.68697		151588	0.0135087		191269	0.00229232		167052	1.58399		162822	0.564434		
n_2750.dat 2750		158814	0.149549		166715	0.585733		166715	0.694924		154406	0.0147262		195432	0.00225852		170629	1.63802		166052	0.585671		
n_2800.dat 2800		161940	0.135403		169266	0.607132		169266	0.720025		157076	0.0137454		198888	0.00231151		173560	1.6971		168613	0.606466		
n_2850.dat 2850		164436	0.147117		172202	0.627761		172202	0.746265		159682	0.0152803		201851	0.00234367		176038	1.77513		171700	0.627862		
n_2900.dat 2900		167261	0.153394		174880	0.651254		174880	0.773384		162377	0.0150408		205921	0.00235202		178803	1.82146		174422	0.650908		
n_2950.dat 2950		169302	0.186445		178244	0.672713		178244	0.801632		165124	0.0154344		208491	0.0024083		181949	1.92886		177599	0.67303		
n_3000.dat 3000		171797	0.199067		180756	0.696043		180756	0.827818		167766	0.0158739		212711	0.00247531		185449	1.95786		180013	0.696346		
n_3050.dat 3050		175837	0.160832		183751	0.720567		183751	0.855307		170498	0.0166471		216019	0.00252969		187259	2.05474		183365	0.720179		
n_3100.dat 3100		177662	0.209395		186537	0.74288		186537	0.885128		173764	0.0177873		219595	0.00254752		191100	2.11857		186174	0.743234		
n_3150.dat 3150		179826	0.238558		189397	0.768122		189397	0.913669		176330	0.0200221		223241	0.00249454		193985	2.18519		188800	0.767077		
n_3200.dat 3200		183454	0.212395		192485	0.791387		192485	0.943538		179349	0.0192034		226950	0.00262134		196928	2.28236		191912	0.79235		
