8 50
2 2 28 68 73 2 2 2 
8 8 48 88 93 8 8 8 
7 7 28 68 73 7 7 7 
4 4 25 65 70 4 4 4 
3 3 41 81 86 3 3 3 
0 0 14 54 59 0 0 0 
4 4 22 62 67 4 4 4 
3 3 28 68 73 3 3 3 
4 4 17 57 62 4 4 4 
2 2 33 73 78 2 2 2 
7 7 63 103 108 7 7 7 
7 7 29 69 74 7 7 7 
5 5 26 66 71 5 5 5 
4 4 32 72 77 4 4 4 
8 8 20 60 65 8 8 8 
0 0 29 69 74 0 0 0 
4 4 0 27 32 4 4 4 
6 6 24 64 69 6 6 6 
8 8 43 83 88 8 8 8 
1 1 48 88 93 1 1 1 
1 1 21 61 66 1 1 1 
8 8 44 84 89 8 8 8 
9 9 54 94 99 9 9 9 
9 9 25 65 70 9 9 9 
8 8 25 65 70 8 8 8 
4 4 37 77 82 4 4 4 
1 1 61 101 106 1 1 1 
6 6 23 63 68 6 6 6 
1 1 22 62 67 1 1 1 
7 7 40 80 85 7 7 7 
3 3 60 100 105 3 3 3 
0 0 25 65 70 0 0 0 
1 1 38 78 83 1 1 1 
4 4 26 66 71 4 4 4 
3 3 37 77 82 3 3 3 
0 0 46 86 91 0 0 0 
9 9 19 59 64 9 9 9 
4 4 20 60 65 4 4 4 
2 2 21 61 66 2 2 2 
4 4 39 79 84 4 4 4 
7 7 34 74 79 7 7 7 
7 7 23 63 68 7 7 7 
2 2 31 71 76 2 2 2 
6 6 12 52 57 6 6 6 
5 5 0 33 38 5 5 5 
8 8 51 91 96 8 8 8 
2 2 39 79 84 2 2 2 
3 3 35 75 80 3 3 3 
4 4 36 76 81 4 4 4 
4 4 17 57 62 4 4 4 
